AvyYear,YYYY,MM,DD,Location,Trigger,D Size,Setting,State,lat,lon,PrimaryActivity,TravelMode,Killed,Description,Date
2003,2003,2,23,SAWATCH RANGE / ELK HEAD PASS /MISSOURI BASIN NR BELFORD,,,BC,CO,38.95026085,-106.363106,Backcountry Tourer,Ski,1,,2/23/03
2003,2003,2,22,PRIEST LAKE / ECHO BASIN,,,BC,ID,0,0,Snowmobiler,,1,,2/22/03
2003,2003,2,22,SCHWEITZER / KEOKEE PEAK,,,BC,ID,0,0,Snowmobiler,,1,,2/22/03
2003,2003,2,17,DRY GULCH / SNOOPY,,,BC,CO,39.71319538,-105.90683,Climber,,1,,2/17/03
2003,2003,2,15,BIG COTTONWOOD CYN / MILL CREEK / GOBBLERS KNOB,,,BC,UT,0,0,Backcountry Tourer,Ski,1,,2/15/03
2003,2003,2,10,JACKSON HOLE / HOURGLASS COULOIR,,,SA,WY,0,0,Sidecountry Rider,Ski,1,,2/10/03
2003,2003,2,9,HATCHER PASS,,,BC,AK,0,0,Backcountry Tourer,Snowboard,1,,2/9/03
2003,2003,2,2,LIVINGSTON / CRAZY MTNS / ELK CREEK,,,BC,MT,0,0,Snowmobiler,,1,,2/2/03
2003,2003,2,1,LINCOLN / COPPER CREEK BOWL,,,BC,MT,0,0,Snowmobiler,,1,,2/1/03
2003,2003,1,28,TETON PASS / AVALANCHE BOWL,,,BC,WY,0,0,Backcountry Tourer,Snowboard,1,,1/28/03
2003,2003,1,25,TOGWOTEE PASS / KETTLE CREEK,,,BC,WY,0,0,Snowmobiler,,1,,1/25/03
2003,2003,1,22,COOKE CITY / WOLVERINE PEAK,,,BC,MT,0,0,Snowmobiler,,1,,1/22/03
2003,2003,1,5,GRAYS RIVER / CORRAL CREEK LAKE,,,BC,WY,0,0,Snowmobiler,,1,,1/5/03
2003,2003,1,4,TETON PASS / SKI LAKE,,,BC,WY,0,0,Backcountry Tourer,Snowboard,1,,1/4/03
2003,2002,12,29,CRYSTAL MOUNTAIN / NORSE PEAK,,,BC,WA,0,0,Backcountry Tourer,Ski,1,,12/29/02
2003,2002,12,28,FAIRFIELD / TRINITY MTNS,,,BC,ID,0,0,Snowmobiler,,1,,12/28/02
2003,2002,12,26,SNOWY RANGE W SIDE,,,BC,WY,0,0,Snowmobiler,,1,,12/26/02
2003,2002,12,15,MT ROSE OB,,,SA,NV,0,0,Inbounds Rider,Snowboard,1,,12/15/02
2003,2002,11,29,MT WASHINGTON / TUCKERMAN RAVINE,,,BC,NH,0,0,Climber,,2,,11/29/02
2002,2002,6,13,MT FORAKER,,,BC,AK,0,0,Climber,Foot,3,,6/13/02
2002,2002,3,31,EAGLE RIVER 6 MILE,,,BC,AK,0,0,Hiker,Snowshoe,2,,3/31/02
2002,2002,3,22,TARGHEE CREEK,,,BC,MT,0,0,Snowmobiler,,1,,3/22/02
2002,2002,3,21,JACKSON / JACKSON PEAK,,,BC,WY,0,0,Backcountry Tourer,Ski,1,,3/21/02
2002,2002,3,17,FLATTOPS / PAGODA PEAK,,,BC,CO,40.13922422,-107.348953,Snowmobiler,,1,,3/17/02
2002,2002,3,16,BRIGHTON OB / PIONEER RIDGE,,,SA,UT,0,0,Inbounds Rider,Snowboard,2,,3/16/02
2002,2002,3,16,WHITEFISH RANGE / SOUTH CANYON,,,BC,MT,0,0,Snowmobiler,,1,,3/16/02
2002,2002,3,15,TELLURIDE OB / TEMPTER BOWL,,,SA,CO,37.90121404,-107.82103,Inbounds Rider,Snowboard,1,,3/15/02
2002,2002,3,14,ASHCROFT / LINDLEY HUT,,,BC,CO,39.00481237,-106.801826,Backcountry Tourer,Ski,1,,3/14/02
2002,2002,3,14,ASPEN MTN OB / PANDORAS,,,SA,CO,39.1527502,-106.809509,Sidecountry Rider,Ski,1,,3/14/02
2002,2002,3,11,VICTOR / BIG HOLE MTNS,,,BC,ID,0,0,Snowmobiler,,1,,3/11/02
2002,2002,3,9,SUGAR BOWL OB / MT JUDAH,,,SA,CA,0,0,Inbounds Rider,Snowboard,1,,3/9/02
2002,2002,2,24,GLENWOOD SPRINGS / MINER BASIN,,,BC,CO,39.36068213,-107.429977,Snowmobiler,,1,,2/24/02
2002,2002,2,16,COOKE CITY / MT ABUNDANCE,,,BC,MT,0,0,Snowmobiler,Snowmobile,2,,2/16/02
2002,2002,2,10,WHITEFISH RANGE,,,BC,MT,0,0,Snowmobiler,,1,,2/10/02
2002,2002,2,6,CRYSTAL PEAK / FRIENDS HUT,,,BC,CO,38.95806345,-106.798096,Backcountry Tourer,Ski,1,,2/6/02
2002,2002,2,1,ASPEN HIGHLANDS,,,SA,CO,39.16772491,-106.866333,Sidecountry Rider,Ski,1,,2/1/02
2002,2002,1,31,WEBER CANYON,,,BC,UT,0,0,Backcountry Tourer,Ski,1,,1/31/02
2002,2002,1,26,BONNER SHEEP MTN,,,BC,MT,0,0,Snowmobiler,Snowmobile,4,,1/26/02
2002,2002,1,12,PAXSON SUMMIT LAKE,,,BC,AK,0,0,Snowmobiler,Snowmobile,2,,1/12/02
2002,2001,12,31,PHILIPSBURG,,,BC,MT,0,0,Snowmobiler,,1,,12/31/01
2002,2001,12,24,CANTWELL,,,BC,AK,0,0,Snowmobiler,,1,,12/24/01
2002,2001,12,23,HOPE PALMER CREEK ROAD,,,BC,AK,0,0,Snowmobiler,,1,,12/23/01
2002,2001,12,12,CORDOVA,,,BC,AK,0,0,Snowmobiler,,1,,12/12/01
2002,2001,11,28,YANKEE DOODLE LAKE,,,BC,CO,39.93797283,-105.655472,Backcountry Tourer,Ski,1,,11/28/01
2002,2001,11,11,HATCHER PASS,,,BC,AK,0,0,Hiker,Snowshoe,1,,11/11/01
2001,2001,4,28,BIG COTTONWOOD CYN / STAIRS GU,,,BC,UT,0,0,Climber,Snowshoe,2,,4/28/01
2001,2001,4,11,MT BAKER,,,BC,WA,0,0,Snowmobiler,,1,,4/11/01
2001,2001,4,4,FLATHEAD PASS / BRIDGER MTNS,,,BC,MT,0,0,Backcountry Tourer,Ski,1,,4/4/01
2001,2001,4,4,WEST YELLOWSTONE / LIONSHEAD,,,BC,MT,0,0,Snowmobiler,,1,,4/4/01
2001,2001,4,3,TENMILE RANGE / W SIDE,,,BC,CO,39.45846051,-106.12999,Snowmobiler,,1,,4/3/01
2001,2001,3,18,STEAMBOAT / FARWELL MTN,,,BC,CO,40.82587951,-106.842384,Backcountry Tourer,Ski,1,,3/18/01
2001,2001,3,18,DELTA / SUMMIT LAKE,,,BC,AK,0,0,Snowmobiler,,1,,3/18/01
2001,2001,3,10,UINTA MTNS,,,BC,UT,0,0,Snowmobiler,Snowmobile,2,,3/10/01
2001,2001,3,3,GRAYS RIVER / PRATER PK,,,BC,WY,0,0,Snowmobiler,,1,,3/3/01
2001,2001,2,27,CANYONS / RED ROCK CLIFFS,,,SA,UT,0,0,Sidecountry Rider,Ski,1,,2/27/01
2001,2001,2,25,CRESTED BUTTE OHIO PASS,,,BC,CO,38.83126633,-107.096786,Backcountry Tourer,Ski,1,,2/25/01
2001,2001,2,23,JACKSON HOLE OB APRES VOUS,,,BC,WY,0,0,Sidecountry Rider,Ski,1,,2/23/01
2001,2001,2,21,SQUAW VALLEY OB,,,SA,CA,0,0,Sidecountry Rider,Ski,2,,2/21/01
2001,2001,2,17,CLE ELUM LAKE ANN WENATCHEE NF,,,BC,WA,0,0,Snowmobiler,,1,,2/17/01
2001,2001,2,6,JACKSON HOLE ROCK SPRINGS,,,SA,WY,0,0,Sidecountry Rider,Ski,1,,2/6/01
2001,2001,2,3,EUREKA LODGE MATANUSKA RIVER,,,BC,AK,0,0,Snowmobiler,Snowmobile,2,,2/3/01
2001,2001,1,29,TWIN LAKES NR LAKE WENATCHEE,,,BC,WA,0,0,Hiker,Snowshoe,1,,1/29/01
2001,2001,1,17,ROCK CREEK NW OF JACKSON,,,BC,MT,0,0,Snowmobiler,,1,,1/17/01
2001,2000,12,31,EMIGRANT PK ABSAROKA MTNS,,,BC,MT,0,0,Hiker,Foot,2,,12/31/00
2001,2000,12,29,CAMERON PASS DIAMOND PKS,,,BC,CO,40.5148114,-105.899963,Snowmobiler,,1,,12/29/00
2001,2000,12,25,TETONS DEAD HORSE PASS,,,BC,WY,0,0,Backcountry Tourer,Ski,1,,12/25/00
2001,2000,12,17,MARIAS PASS PUZZLE SLIDE,,,BC,MT,0,0,Snowmobiler,Foot,2,,12/17/00
2001,2000,12,14,OGDEN / WILLARD PEAK,,,BC,UT,0,0,Snowmobiler,,1,,12/14/00
2001,2000,12,9,TETON PASS,,,BC,WY,0,0,Backcountry Tourer,Ski,1,,12/9/00
2001,2000,12,9,CANTWELL / DENALI NP,,,BC,AK,0,0,Snowmobiler,,1,,12/9/00
2001,2000,12,1,"TETON PASS, Glory Bowl",,,BC,WY,0,0,Backcountry Tourer,Snowboard,1,,12/1/00
2001,2000,11,17,SUNLIGHT BASIN CODY,,,BC,WY,0,0,Hunter,,1,,11/17/00
2000,2000,4,21,ABASIN MARJORIE BOWL,,,SA,CO,39.63900749,-105.864685,Sidecountry Rider,Ski,1,,4/21/00
2000,2000,4,9,PAXON / SUMMIT LAKE,,,BC,AK,0,0,Snowmobiler,,1,,4/9/00
2000,2000,4,8,TALKEETNA,,,BC,AK,0,0,Backcountry Tourer,Ski,1,,4/8/00
2000,2000,3,22,SWAN RANGE,,,BC,MT,0,0,Snowmobiler,,1,,3/22/00
2000,2000,3,19,BONNERS FERRY,,,BC,ID,0,0,Snowmobiler,,1,,3/19/00
2000,2000,3,17,ASPEN HIGHLANDS,,,SA,CO,39.13091237,-106.888649,Backcountry Tourer,Ski,2,,3/17/00
2000,2000,2,20,MT WASHINGTON,,,BC,NH,0,0,Backcountry Tourer,Ski,1,,2/20/00
2000,2000,2,19,LAKE PLACID,,,BC,NY,0,0,Backcountry Tourer,Ski,1,,2/19/00
2000,2000,2,19,ST CHARLES,,,BC,ID,0,0,Snowmobiler,,1,,2/19/00
2000,2000,2,1,SEWARD HIGHWAY,,,RD,AK,0,0,Highway Personnel,,1,,2/1/00
2000,2000,1,26,CORDOVA,,,TN,AK,0,0,Resident,Foot,1,,1/26/00
2000,2000,1,25,ASPEN HURRICANE,,,BC,CO,#REF!,#REF!,Backcountry Tourer,Ski,1,,1/25/00
2000,2000,1,25,ABASIN BEAVERS,,,SA,CO,#REF!,#REF!,Inbounds Rider,Snowboard,1,,1/25/00
2000,2000,1,23,JONES PASS,,,BC,CO,39.77424143,-105.889061,Hiker,Snowshoe,1,,1/23/00
2000,2000,1,16,CRYSTAL MTN,,,SA,WA,0,0,Sidecountry Rider,Ski,1,,1/16/00
2000,2000,1,11,THE CANYONS,,,SA,UT,0,0,Sidecountry Rider,Ski,2,,1/11/00
2000,1999,12,26,HATCHER PASS,,,BC,AK,0,0,Snowmobiler,,1,,12/26/99
2000,1999,12,21,QUANDARY PEAK,,,BC,CO,39.38997168,-106.097374,Backcountry Tourer,Ski,1,,12/21/99
2000,1999,12,14,CAMERON PASS,,,BC,CO,40.51393041,-105.897987,Backcountry Tourer,Ski,1,,12/14/99
2000,1999,11,26,BIG SKY / DOBES,,,SA,MT,0,0,Sidecountry Rider,Ski,1,,11/26/99
1999,1999,5,24,SITKA,,,TN,AK,0,0,Hiker,,1,,5/24/99
1999,1999,4,29,WRANGELL-ST ELIAS,,,BC,AK,0,0,Climber,,1,,4/29/99
1999,1999,4,27,MT MCGINNIS JUNEAU,,,BC,AK,0,0,Backcountry Tourer,Snowboard,1,,4/27/99
1999,1999,4,16,TALKEETNA MTNS CANTW,,,BC,AK,0,0,Snowmobiler,,1,,4/16/99
1999,1999,4,15,CORDOVA,,,RD,AK,0,0,Others at Work,,1,,4/15/99
1999,1999,4,7,OPHIR,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,4/7/99
1999,1999,4,3,CHUGACH MTNS,,,BC,AK,0,0,Snowmobiler,,1,,4/3/99
1999,1999,3,21,TURNAGAIN PASS,,,BC,AK,0,0,Snowmobiler,,6,,3/21/99
1999,1999,2,14,MT BAKER,,,SA,WA,0,0,Sidecountry Rider,Ski,1,,2/14/99
1999,1999,2,6,CUMBERLAND PASS,,,BC,CO,0,0,Backcountry Tourer,Ski,2,,2/6/99
1999,1999,2,6,LITTLE COTTON WD CNY,,,BC,UT,0,0,Hiker,Snowshoe,1,,2/6/99
1999,1999,2,6,CUMBERLAND PASS,,,BC,CO,0,0,Snowmobiler,,1,,2/6/99
1999,1999,2,6,DONNER SUMMIT,,,BC,CA,0,0,Snowplayer,,1,,2/6/99
1999,1999,1,30,GRAND MESA,,,BC,CO,0,0,Snowmobiler,,1,,1/30/99
1999,1999,1,29,BLUE MOUNTAINS,,,BC,OR,0,0,Backcountry Tourer,Snowboard,1,,1/29/99
1999,1999,1,29,S WASATCH MT NEBO,,,BC,UT,0,0,Snowmobiler,,1,,1/29/99
1999,1999,1,22,ASPEN HIGHLANDS,,,SA,CO,0,0,Sidecountry Rider,Ski,1,,1/22/99
1999,1999,1,19,JACKSON HOLE,,,SA,WY,0,0,Inbounds Rider,Snowboard,1,,1/19/99
1999,1999,1,18,MT BAKER,,,SA,WA,0,0,Sidecountry Rider,Ski,1,,1/18/99
1999,1999,1,4,TOGWOTEE PASS,,,BC,WY,0,0,Snowmobiler,,1,,1/4/99
1999,1999,1,2,FAIRVIEW CANYON,,,BC,UT,0,0,Backcountry Tourer,Snowboard,2,,1/2/99
1999,1998,12,30,BITTERROOT MTNS,,,BC,MT,0,0,Snowmobiler,,1,,12/30/98
1999,1998,11,15,LIMA PKS S OF DILLON,,,BC,MT,0,0,Hunter,,1,,11/15/98
1999,1998,11,7,SNOWBIRD,,,BC,UT,0,0,Sidecountry Rider,Snowboard,1,,11/7/98
1998,1998,6,11,MT RAINER,,,BC,WA,0,0,Climber,,1,,6/11/98
1998,1998,5,31,MT HOOD,,,BC,OR,0,0,Climber,,1,,5/31/98
1998,1998,4,25,DENALI /,,,BC,AK,0,0,Snowmobiler,,1,,4/25/98
1998,1998,4,19,BERTHOUD PASS russel,,,BC,CO,0,0,Hiker,Snowshoe,1,,4/19/98
1998,1998,4,1,ST MARYS GLACIER,,,BC,CO,0,0,Hiker,,1,,4/1/98
1998,1998,3,8,ASPEN MTN,,,SA,CO,0,0,Sidecountry Rider,Ski,1,,3/8/98
1998,1998,3,1,BERTHOUD PASS russel,,,BC,CO,0,0,Sidecountry Rider,Snowboard,1,,3/1/98
1998,1998,2,22,MORMOM HILL,,,BC,ID,0,0,Snowmobiler,,1,,2/22/98
1998,1998,2,11,DONNER PASS,,,BC,CA,0,0,Sidecountry Rider,Snowboard,1,,2/11/98
1998,1998,1,24,INSPIRATION PASS,,,BC,MT,0,0,Snowmobiler,,1,,1/24/98
1998,1998,1,21,LIZARD HEAD PASS San Bernardo Pk,,,BC,CO,0,0,Backcountry Tourer,Snowboard,1,,1/21/98
1998,1998,1,18,BLEWETT PASS,,,BC,WA,0,0,Snowmobiler,,1,,1/18/98
1998,1998,1,18,SUMMIT CNTY,,,BC,UT,0,0,Snowmobiler,,1,,1/18/98
1998,1998,1,18,MADISON RANGE,,,BC,MT,0,0,Snowmobiler,,1,,1/18/98
1998,1998,1,18,COOKE CITY,,,BC,MT,0,0,Snowmobiler,Snowmobile,3,,1/18/98
1998,1998,1,17,MT PLEASANT,,,BC,UT,0,0,Snowmobiler,,1,,1/17/98
1998,1998,1,11,ENCAMPMENT battle lk,,,BC,WY,0,0,Snowmobiler,,1,,1/11/98
1998,1998,1,3,MISSION MTNS,,,BC,MT,0,0,Climber,,1,,1/3/98
1998,1998,1,3,HAMILTON,,,BC,MT,0,0,Snowmobiler,,1,,1/3/98
1998,1998,1,3,ISLAND PARK reas pk,,,BC,ID,0,0,Snowmobiler,,1,,1/3/98
1998,1998,1,3,ISLAND PARK sawtell,,,BC,ID,0,0,Snowmobiler,,1,,1/3/98
1998,1997,12,30,GUANELLA PASS,,,BC,CO,0,0,Hiker,Snowshoe,1,,12/30/97
1998,1997,11,23,CROW PASS,,,BC,AK,0,0,Hiker,,1,,11/23/97
1998,1997,11,9,HATCHER PASS,,,BC,AK,0,0,Backcountry Tourer,Snowboard,1,,11/9/97
1997,1997,7,5,GLADSTONE PK,,,BC,CO,0,0,Climber,,1,,7/5/97
1997,1997,6,6,DENALI / MT HUNTER,,,BC,AK,0,0,Climber,,1,,6/6/97
1997,1997,5,29,DENALI / MT MCKINELY,,,BC,AK,0,0,Climber,,1,,5/29/97
1997,1997,4,11,GAKONA GLACIER,,,BC,AK,0,0,Snowmobiler,,1,,4/11/97
1997,1997,3,8,PRIEST LAKE,,,BC,ID,0,0,Snowmobiler,,1,,3/8/97
1997,1997,3,3,YELLOWSTONE,,,BC,WY,0,0,Others at Work,,2,,3/3/97
1997,1997,2,21,JACKSON,,,BC,MT,0,0,Snowmobiler,,1,,2/21/97
1997,1997,2,1,CASCADE,,,BC,ID,0,0,Snowmobiler,,1,,2/1/97
1997,1997,1,25,LOGAN CANYON BV FALL,,,BC,UT,0,0,Climber,,1,,1/25/97
1997,1997,1,17,RESURRECTION PASS,,,BC,AK,0,0,Hunter,,1,,1/17/97
1997,1997,1,11,LOGAN CANYON,,,BC,UT,0,0,Backcountry Tourer,Foot,3,,1/11/97
1997,1997,1,11,MONTPEILER,,,BC,ID,0,0,Snowmobiler,,1,,1/11/97
1997,1996,12,28,MT INDEX,,,BC,WA,0,0,Misc Recreation,,3,,12/28/96
1997,1996,12,26,Flagstaff Peak near ALTA,,,BC,UT,0,0,Backcountry Tourer,Snowboard,1,,12/26/96
1997,1996,12,23,CHAIR MOUNTAIN,,,BC,WA,0,0,Climber,,2,,12/23/96
1997,1996,12,8,BOUNTIFUL PK,,,BC,UT,0,0,Snowmobiler,,1,,12/8/96
1996,1996,6,24,MT HUNTER,,,BC,AK,0,0,Climber,,2,,6/24/96
1996,1996,6,12,MT SAINT ELIAS,,,BC,AK,0,0,Climber,,1,,6/12/96
1996,1996,5,13,MT HUNTER,,,BC,AK,0,0,Climber,,2,,5/13/96
1996,1996,3,24,LITTLE COTTONWOOD CN,,,BC,UT,0,0,Backcountry Tourer,Ski,1,,3/24/96
1996,1996,3,24,MT WASHINGTON,,,BC,NH,0,0,Hiker,,2,,3/24/96
1996,1996,3,9,W YELLOWSTONE,,,BC,MT,0,0,Snowmobiler,,1,,3/9/96
1996,1996,3,4,EAST VAIL CHUTES,,,SA,CO,0,0,Sidecountry Rider,Ski,1,,3/4/96
1996,1996,2,25,W YELLOWSTONE,,,BC,MT,0,0,Snowmobiler,,1,,2/25/96
1996,1996,2,21,VAIL,,,TN,CO,0,0,Resident,Foot,1,,2/21/96
1996,1996,2,18,DELTA RANGE,,,BC,AK,0,0,Climber,,3,,2/18/96
1996,1996,2,11,MISSION MTNS POULSON,,,BC,MT,0,0,Snowmobiler,,1,,2/11/96
1996,1996,2,10,SUN VALLEY,,,BC,ID,0,0,Mechanized Guide,,1,,2/10/96
1996,1996,2,10,SALT MTN RNG,,,BC,WY,0,0,Snowmobiler,,1,,2/10/96
1996,1996,2,4,TAOS,,,BC,NM,0,0,Backcountry Tourer,Ski,1,,2/4/96
1996,1996,2,4,ABASIN BEAVERS 2,,,BC,CO,0,0,Sidecountry Rider,Snowboard,1,,2/4/96
1996,1996,2,3,COTTONWOOD PASS,,,BC,CO,0,0,Snowmobiler,,1,,2/3/96
1996,1996,2,2,SOLITUDE,,,SA,UT,0,0,Ski Patroller,,1,,2/2/96
1996,1996,1,27,ASPEN PYRAMID PK,,,BC,CO,0,0,Climber,,1,,1/27/96
1996,1996,1,23,ASPEN MCFARLANE BOWL,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,1/23/96
1996,1996,1,21,CENTENIAL,,,BC,WY,0,0,Backcountry Tourer,Ski,1,,1/21/96
1996,1996,1,14,SNAKE RIV CNYN,,,SA,WY,0,0,Mechanized Guiding Client,,1,,1/14/96
1996,1996,1,5,GALENA PASS,,,BC,ID,0,0,Backcountry Tourer,Snowboard,2,,1/5/96
1996,1996,1,5,MT WASHINGTON,,,BC,NH,0,0,Hiker,,1,,1/5/96
1996,1995,12,31,VAIL PASS Narrows,,,BC,CO,0,0,Backcountry Tourer,Snowboard,1,,12/31/95
1995,1995,6,14,TIOGA PASS,,,BC,CA,0,0,Highway Personnel,,1,,6/14/95
1995,1995,6,0,GLACIER NP,,,BC,MT,0,0,Climber,,1,,5/31/95
1995,1995,4,24,TETON PASS,,,BC,WY,0,0,Backcountry Tourer,Snowboard,1,,4/24/95
1995,1995,4,24,PIKES PEAK,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,4/24/95
1995,1995,4,24,MT ORVILLE GLAC BAY,,,BC,AK,0,0,Climber,,3,,4/24/95
1995,1995,4,24,ANACONDA,,,BC,MT,0,0,Snowmobiler,,2,,4/24/95
1995,1995,4,9,ENGINEER MTN,,,BC,CO,0,0,Climber,,1,,4/9/95
1995,1995,2,25,DOUGLAS ISLAND,,,BC,AK,0,0,Backcountry Tourer,Ski,1,,2/25/95
1995,1995,2,25,"RUBY CK, URAD MINE",,,BC,CO,0,0,Snowmobiler,,1,,2/25/95
1995,1995,2,22,KENAI MTNS,,,BC,AK,0,0,Snowmobiler,,1,,2/22/95
1995,1995,2,14,CONUNDRUM CREEK,,,RS,CO,0,0,Resident,Foot,1,,2/14/95
1995,1995,2,12,BIG COTTONWOOD CYN,,,BC,UT,0,0,Backcountry Tourer,Ski,1,,2/12/95
1995,1995,2,12,DRY GULCH,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,2/12/95
1995,1995,1,30,"Agassiz Peak, east of ARIZONA SNOWBOWL",,,BC,AZ,0,0,Sidecountry Rider,Snowboard,1,,1/30/95
1995,1995,1,24,MT BALDY,,,SA,CA,0,0,Inbounds Rider,Snowboard,1,,1/24/95
1995,1995,1,22,MIDWAY,,,RS,UT,0,0,Resident,Foot,1,,1/22/95
1995,1995,1,21,KELBER PASS,,,BC,CO,0,0,Snowmobiler,,1,,1/21/95
1995,1995,1,14,FRANCIES CABIN,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,1/14/95
1995,1995,1,7,"CUTLER BASIN, OGDEN",,,BC,UT,0,0,Snowmobiler,,2,,1/7/95
1995,1994,12,17,MISSION RIDGE,,,SA,WA,0,0,Ski Patroller,,1,,12/17/94
1995,1994,11,6,SNOWBIRD,,,BC,UT,0,0,Backcountry Tourer,Ski,1,,11/6/94
1995,1994,11,2,HATCHER PASS,,,BC,AK,0,0,Backcountry Tourer,Ski,1,,11/2/94
1995,1994,10,16,MT BELFORD,,,BC,CO,0,0,Climber,,2,,10/16/94
1994,1994,7,23,MT HOOD,,,BC,OR,0,0,Climber,,2,,7/23/94
1994,1994,4,9,COAL BANK PASS,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,4/9/94
1994,1994,3,28,"POWERLINE PASS, CHUG",,,BC,AK,0,0,Snowmobiler,,1,,3/28/94
1994,1994,3,27,"BOULDER CRK, KENAI",,,BC,AK,0,0,Snowmobiler,,1,,3/27/94
1994,1994,2,25,GRAYS RIVER RD,,,BC,WY,0,0,Snowmobiler,,1,,2/25/94
1994,1994,2,18,BRIGHTON,,,BC,UT,0,0,Backcountry Tourer,Ski,1,,2/18/94
1994,1994,1,8,COOKE CITY,,,BC,MT,0,0,Snowmobiler,,1,,1/8/94
1994,1993,12,31,PETERS RIDGE,,,BC,MT,0,0,Snowmobiler,,5,,12/31/93
1993,1993,8,15,BARNARD GLACIER,,,BC,AK,0,0,Hunter,,1,,8/15/93
1993,1993,6,17,BLACKSTONE BAY,,,BC,AK,0,0,Misc Recreation,,1,,6/17/93
1993,1993,4,9,BUFFALO MT,,,BC,CO,0,0,Backcountry Tourer,Ski,2,,4/9/93
1993,1993,4,8,WOLVERINE CIRQ,,,BC,UT,0,0,Backcountry Tourer,Ski,1,,4/8/93
1993,1993,4,8,CRESTED BUTTE,,,SA,CO,0,0,Ski Patroller,,1,,4/8/93
1993,1993,4,3,ODYSSEY MT,,,BC,AK,0,0,Backcountry Tourer,Ski,1,,4/3/93
1993,1993,4,3,GAKONA GLACIER,,,BC,AK,0,0,Snowmobiler,,1,,4/3/93
1993,1993,3,18,ST HWY 280,,,RD,NY,0,0,Motorist,,1,,3/18/93
1993,1993,2,25,PINE CRST,,,BC,UT,0,0,Backcountry Tourer,Ski,1,,2/25/93
1993,1993,2,22,"TODD LAKE, near BEND",,,BC,OR,0,0,Backcountry Tourer,Snowboard,1,,2/22/93
1993,1993,2,22,TWOTOP MOUNTAIN,,,BC,ID,0,0,Snowmobiler,,1,,2/22/93
1993,1993,2,13,ARAPAHOE BASIN,,,SA,CO,0,0,Sidecountry Rider,Ski,1,,2/13/93
1993,1993,1,26,10 MILE CANYON,,,BC,CO,0,0,Climber,,1,,1/26/93
1993,1993,1,22,BRECKENRIDGE,,,BC,CO,0,0,Sidecountry Rider,Ski,1,,1/22/93
1993,1993,1,16,SUNDANCE,,,SA,UT,0,0,Sidecountry Rider,Ski,1,,1/16/93
1993,1993,1,13,SUNLIGHT,,,SA,CO,0,0,Inbounds Rider,Snowboard,1,,1/13/93
1993,1993,1,12,EAST VAIL,,,BC,CO,0,0,Sidecountry Rider,Ski,1,,1/12/93
1993,1993,1,9,CAMERON PASS,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,1/9/93
1993,1993,1,9,MISSOULA,,,BC,MT,0,0,Hiker,,1,,1/9/93
1993,1992,12,30,MAMMOTH LAKES,,,TN,CA,0,0,Snowplayer,Snowboard,1,,12/30/92
1993,1992,12,28,TOGWOTEE PASS,,,BC,WY,0,0,Backcountry Tourer,Ski,1,,12/28/92
1993,1992,12,21,STANLEY,,,BC,ID,0,0,Others at Work,,1,,12/21/92
1993,1992,12,3,EAST VAIL CHUTES,,,BC,CO,0,0,Sidecountry Rider,Ski,1,,12/3/92
1993,1992,11,22,HEALY,,,TN,AK,0,0,Snowplayer,,1,,11/22/92
1993,1992,11,8,CHUGACH MTNS,,,BC,AK,0,0,Backcountry Tourer,Ski,2,,11/8/92
1993,1992,11,1,Rocky Mountain Nat Park / FLATTOP,,,BC,CO,0,0,Climber,,2,,11/1/92
1992,1992,6,18,MT FORAKER,,,BC,AK,0,0,Climber,,2,,6/18/92
1992,1992,6,13,LOOKOUT PK,,,BC,CO,0,0,Climber,,1,,6/13/92
1992,1992,6,13,S MAROON PK,,,BC,CO,0,0,Climber,,2,,6/13/92
1992,1992,4,1,BERTHOUD PASS,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,4/1/92
1992,1992,4,1,SNOWBIRD,,,BC,UT,0,0,Sidecountry Rider,Ski,1,,4/1/92
1992,1992,3,29,MONTEZUMA,,,BC,CO,0,0,Mechanized Guiding Client,,1,,3/29/92
1992,1992,3,5,RED MOUNTAIN PASS,,,RD,CO,0,0,Highway Personnel,,1,,3/5/92
1992,1992,3,1,LOST LAKE,,,BC,CO,0,0,Hiker,Snowshoe,1,,3/1/92
1992,1992,2,29,MT RAINER,,,BC,WA,0,0,Climber,,2,,2/29/92
1992,1992,2,29,JED SMITH WILDX,,,BC,WY,0,0,Snowmobiler,,1,,2/29/92
1992,1992,2,25,SNEFFELS RANGE,,,BC,CO,0,0,Backcountry Tourer,Ski,1,,2/25/92
1992,1992,2,23,YELLOWSTONE,,,BC,WY,0,0,Others at Work,,1,,2/23/92
1992,1992,2,18,BEAVER CREEK,,,SA,CO,0,0,Sidecountry Rider,Ski,1,,2/18/92
1992,1992,2,13,MT ROSE,,,BC,NV,0,0,Backcountry Tourer,Ski,1,,2/13/92
